territori,tipus_de_territori,anys,preu_mitja_lloguer
sarria,barri,2003,NA
sarria,barri,2004,NA
sarria,barri,2005,NA
sarria,barri,2006,NA
sarria,barri,2007,NA
sarria,barri,2008,NA
sarria,barri,2009,NA
sarria,barri,2010,NA
sarria,barri,2011,NA
sarria,barri,2012,NA
sarria,barri,2013,NA
sarria,barri,2014,1041.152074
sarria,barri,2015,1109.6624
sarria,barri,2016,1187.492393
sarria,barri,2017,1353.859119
sarria,barri,2018,1368.50798
sarria,barri,2019,1375.103236
sarria,barri,2020,1366.241655
sarria,barri,2021,1303.063929
sarria,barri,2022,1431.693131
sarria,barri,2023,1528.454709
les tres torres,barri,2000,NA
les tres torres,barri,2001,NA
les tres torres,barri,2002,NA
les tres torres,barri,2003,NA
les tres torres,barri,2004,NA
les tres torres,barri,2005,NA
les tres torres,barri,2006,NA
les tres torres,barri,2007,NA
les tres torres,barri,2008,NA
les tres torres,barri,2009,NA
les tres torres,barri,2010,NA
les tres torres,barri,2011,NA
les tres torres,barri,2012,NA
les tres torres,barri,2013,NA
les tres torres,barri,2014,1323.888026
les tres torres,barri,2015,1385.0352
les tres torres,barri,2016,1515.002727
les tres torres,barri,2017,1634.12256
les tres torres,barri,2018,1599.891401
les tres torres,barri,2019,1657.026446
les tres torres,barri,2020,1696.117022
les tres torres,barri,2021,1544.174411
les tres torres,barri,2022,1807.019316
les tres torres,barri,2023,1955.527022
sant gervasi-la bonanova,barri,2000,NA
sant gervasi-la bonanova,barri,2001,NA
sant gervasi-la bonanova,barri,2002,NA
sant gervasi-la bonanova,barri,2003,NA
sant gervasi-la bonanova,barri,2004,NA
sant gervasi-la bonanova,barri,2005,NA
sant gervasi-la bonanova,barri,2006,NA
sant gervasi-la bonanova,barri,2007,NA
sant gervasi-la bonanova,barri,2008,NA
sant gervasi-la bonanova,barri,2009,NA
sant gervasi-la bonanova,barri,2010,NA
sant gervasi-la bonanova,barri,2011,NA
sant gervasi-la bonanova,barri,2012,NA
sant gervasi-la bonanova,barri,2013,NA
sant gervasi-la bonanova,barri,2014,942.5591855
sant gervasi-la bonanova,barri,2015,1046.4413
sant gervasi-la bonanova,barri,2016,1125.320578
sant gervasi-la bonanova,barri,2017,1236.677357
sant gervasi-la bonanova,barri,2018,1285.614213
sant gervasi-la bonanova,barri,2019,1304.341823
sant gervasi-la bonanova,barri,2020,1301.129767
sant gervasi-la bonanova,barri,2021,1216.908577
sant gervasi-la bonanova,barri,2022,1360.142189
sant gervasi-la bonanova,barri,2023,1507.666443
sant gervasi-galvany,barri,2000,NA
sant gervasi-galvany,barri,2001,NA
sant gervasi-galvany,barri,2002,NA
sant gervasi-galvany,barri,2003,NA
sant gervasi-galvany,barri,2004,NA
sant gervasi-galvany,barri,2005,NA
sant gervasi-galvany,barri,2006,NA
sant gervasi-galvany,barri,2007,NA
sant gervasi-galvany,barri,2008,NA
sant gervasi-galvany,barri,2009,NA
sant gervasi-galvany,barri,2010,NA
sant gervasi-galvany,barri,2011,NA
sant gervasi-galvany,barri,2012,NA
sant gervasi-galvany,barri,2013,NA
sant gervasi-galvany,barri,2014,1047.420552
sant gervasi-galvany,barri,2015,1156.2648
sant gervasi-galvany,barri,2016,1241.816989
sant gervasi-galvany,barri,2017,1311.467176
sant gervasi-galvany,barri,2018,1347.83939
sant gervasi-galvany,barri,2019,1397.273005
sant gervasi-galvany,barri,2020,1362.275145
sant gervasi-galvany,barri,2021,1355.477942
sant gervasi-galvany,barri,2022,1487.734951
sant gervasi-galvany,barri,2023,1696.011169
el putxet i el farro,barri,2000,NA
el putxet i el farro,barri,2001,NA
el putxet i el farro,barri,2002,NA
el putxet i el farro,barri,2003,NA
el putxet i el farro,barri,2004,NA
el putxet i el farro,barri,2005,NA
el putxet i el farro,barri,2006,NA
el putxet i el farro,barri,2007,NA
el putxet i el farro,barri,2008,NA
el putxet i el farro,barri,2009,NA
el putxet i el farro,barri,2010,NA
el putxet i el farro,barri,2011,NA
el putxet i el farro,barri,2012,NA
el putxet i el farro,barri,2013,NA
el putxet i el farro,barri,2014,760.3452452
el putxet i el farro,barri,2015,799.6912
el putxet i el farro,barri,2016,876.6369124
el putxet i el farro,barri,2017,930.1923122
el putxet i el farro,barri,2018,995.3749564
el putxet i el farro,barri,2019,1086.419439
el putxet i el farro,barri,2020,1056.080999
el putxet i el farro,barri,2021,1003.627507
el putxet i el farro,barri,2022,1115.855
el putxet i el farro,barri,2023,1255.392551
gracia,districte,2000,370.8561976
gracia,districte,2001,425.715813
gracia,districte,2002,495.727556
gracia,districte,2003,507.3866707
gracia,districte,2004,548.9619224
gracia,districte,2005,620.9501229
gracia,districte,2006,668.7087228
gracia,districte,2007,741.5934248
gracia,districte,2008,792.0687466
gracia,districte,2009,762.2838053
gracia,districte,2010,738.7269418
gracia,districte,2011,737.0526745
gracia,districte,2012,706.600804
gracia,districte,2013,659.2457086
gracia,districte,2014,673.8620134
gracia,districte,2015,721.6543
gracia,districte,2016,787.8632527
gracia,districte,2017,856.419798
gracia,districte,2018,904.525633
gracia,districte,2019,957.7335962
gracia,districte,2020,950.3625096
gracia,districte,2021,896.3547867
gracia,districte,2022,999.7711018
gracia,districte,2023,1117.960477
vallcarca i els penitents,barri,2000,NA
vallcarca i els penitents,barri,2001,NA
vallcarca i els penitents,barri,2002,NA
vallcarca i els penitents,barri,2003,NA
vallcarca i els penitents,barri,2004,NA
vallcarca i els penitents,barri,2005,NA
vallcarca i els penitents,barri,2006,NA
vallcarca i els penitents,barri,2007,NA
vallcarca i els penitents,barri,2008,NA
vallcarca i els penitents,barri,2009,NA
vallcarca i els penitents,barri,2010,NA
vallcarca i els penitents,barri,2011,NA
vallcarca i els penitents,barri,2012,NA
vallcarca i els penitents,barri,2013,NA
vallcarca i els penitents,barri,2014,665.4803299
vallcarca i els penitents,barri,2015,735.7593
vallcarca i els penitents,barri,2016,787.7015251
vallcarca i els penitents,barri,2017,910.927192
vallcarca i els penitents,barri,2018,925.0180961
vallcarca i els penitents,barri,2019,972.2207885
vallcarca i els penitents,barri,2020,982.4902477
vallcarca i els penitents,barri,2021,941.4907431
vallcarca i els penitents,barri,2022,1006.759443
vallcarca i els penitents,barri,2023,1137.673753
el coll,barri,2000,NA
el coll,barri,2001,NA
el coll,barri,2002,NA
el coll,barri,2003,NA
el coll,barri,2004,NA
el coll,barri,2005,NA
el coll,barri,2006,NA
el coll,barri,2007,NA
el coll,barri,2008,NA
el coll,barri,2009,NA
el coll,barri,2010,NA
el coll,barri,2011,NA
el coll,barri,2012,NA
el coll,barri,2013,NA
el coll,barri,2014,555.8691379
el coll,barri,2015,557.0031
el coll,barri,2016,620.0309091
el coll,barri,2017,724.9399482
el coll,barri,2018,740.3634529
el coll,barri,2019,801.9835047
el coll,barri,2020,809.2673457
el coll,barri,2021,762.6033766
el coll,barri,2022,808.0424103
el coll,barri,2023,922.2271069
la salut,barri,2000,NA
la salut,barri,2001,NA
la salut,barri,2002,NA
la salut,barri,2003,NA
la salut,barri,2004,NA
la salut,barri,2005,NA
la salut,barri,2006,NA
la salut,barri,2007,NA
la salut,barri,2008,NA
la salut,barri,2009,NA
la salut,barri,2010,NA
la salut,barri,2011,NA
la salut,barri,2012,NA
la salut,barri,2013,NA
la salut,barri,2014,668.5056913
la salut,barri,2015,705.2071
la salut,barri,2016,773.4389
la salut,barri,2017,799.9669951
la salut,barri,2018,877.297904
la salut,barri,2019,918.3093557
la salut,barri,2020,967.2587085
la salut,barri,2021,888.4610427
la salut,barri,2022,955.4907921
la salut,barri,2023,1090.36462
la vila de gracia,barri,2000,NA
la vila de gracia,barri,2001,NA
la vila de gracia,barri,2002,NA
la vila de gracia,barri,2003,NA
la vila de gracia,barri,2004,NA
la vila de gracia,barri,2005,NA
la vila de gracia,barri,2006,NA
la vila de gracia,barri,2007,NA
la vila de gracia,barri,2008,NA
la vila de gracia,barri,2009,NA
la vila de gracia,barri,2010,NA
la vila de gracia,barri,2011,NA
la vila de gracia,barri,2012,NA
la vila de gracia,barri,2013,NA
la vila de gracia,barri,2014,681.7123291
la vila de gracia,barri,2015,733.1205
la vila de gracia,barri,2016,799.635445
la vila de gracia,barri,2017,860.6267237
la vila de gracia,barri,2018,915.8818578
la vila de gracia,barri,2019,962.9541872
la vila de gracia,barri,2020,953.3785632
la vila de gracia,barri,2021,900.7734352
la vila de gracia,barri,2022,1017.107453
la vila de gracia,barri,2023,1125.766873
el camp d'en grassot i gracia nova,barri,2000,NA
el camp d'en grassot i gracia nova,barri,2001,NA
el camp d'en grassot i gracia nova,barri,2002,NA
el camp d'en grassot i gracia nova,barri,2003,NA
el camp d'en grassot i gracia nova,barri,2004,NA
el camp d'en grassot i gracia nova,barri,2005,NA
el camp d'en grassot i gracia nova,barri,2006,NA
el camp d'en grassot i gracia nova,barri,2007,NA
el camp d'en grassot i gracia nova,barri,2008,NA
el camp d'en grassot i gracia nova,barri,2009,NA
el camp d'en grassot i gracia nova,barri,2010,NA
el camp d'en grassot i gracia nova,barri,2011,NA
el camp d'en grassot i gracia nova,barri,2012,NA
el camp d'en grassot i gracia nova,barri,2013,NA
el camp d'en grassot i gracia nova,barri,2014,683.3249306
el camp d'en grassot i gracia nova,barri,2015,725.4017
el camp d'en grassot i gracia nova,barri,2016,803.4930897
el camp d'en grassot i gracia nova,barri,2017,864.0654916
el camp d'en grassot i gracia nova,barri,2018,908.8894009
el camp d'en grassot i gracia nova,barri,2019,983.3577309
el camp d'en grassot i gracia nova,barri,2020,953.07205509999994
el camp d'en grassot i gracia nova,barri,2021,892.0216055
el camp d'en grassot i gracia nova,barri,2022,1007.48765
el camp d'en grassot i gracia nova,barri,2023,1138.44181
horta-guinardo,districte,2000,334.5211887
horta-guinardo,districte,2001,390.4950256
horta-guinardo,districte,2002,421.2141595
horta-guinardo,districte,2003,463.8770806
horta-guinardo,districte,2004,501.2357131
horta-guinardo,districte,2005,552.0904661
horta-guinardo,districte,2006,629.9971429
horta-guinardo,districte,2007,660.2914963
horta-guinardo,districte,2008,718.3601053
horta-guinardo,districte,2009,689.6816139
horta-guinardo,districte,2010,652.1097073
horta-guinardo,districte,2011,636.7302714
horta-guinardo,districte,2012,605.9197664
horta-guinardo,districte,2013,566.510878
horta-guinardo,districte,2014,563.7646913
horta-guinardo,districte,2015,586.8461
horta-guinardo,districte,2016,640.1547949
horta-guinardo,districte,2017,706.6259843
horta-guinardo,districte,2018,746.1606717
horta-guinardo,districte,2019,794.8831301
horta-guinardo,districte,2020,799.317279
horta-guinardo,districte,2021,768.8212979
horta-guinardo,districte,2022,819.7131258
horta-guinardo,districte,2023,915.8997254
el baix guinardo,barri,2000,NA
el baix guinardo,barri,2001,NA
el baix guinardo,barri,2002,NA
el baix guinardo,barri,2003,NA
el baix guinardo,barri,2004,NA
el baix guinardo,barri,2005,NA
el baix guinardo,barri,2006,NA
el baix guinardo,barri,2007,NA
el baix guinardo,barri,2008,NA
el baix guinardo,barri,2009,NA
el baix guinardo,barri,2010,NA
el baix guinardo,barri,2011,NA
el baix guinardo,barri,2012,NA
el baix guinardo,barri,2013,NA
el baix guinardo,barri,2014,620.9744093
el baix guinardo,barri,2015,642.6368
el baix guinardo,barri,2016,701.9935796
el baix guinardo,barri,2017,770.9424799
el baix guinardo,barri,2018,828.8038007
el baix guinardo,barri,2019,882.0107851
el baix guinardo,barri,2020,890.4953226
el baix guinardo,barri,2021,823.6011792
el baix guinardo,barri,2022,911.0259357
el baix guinardo,barri,2023,1028.551357
can baro,barri,2000,NA
can baro,barri,2001,NA
can baro,barri,2002,NA
can baro,barri,2003,NA
can baro,barri,2004,NA
can baro,barri,2005,NA
can baro,barri,2006,NA
can baro,barri,2007,NA
can baro,barri,2008,NA
can baro,barri,2009,NA
can baro,barri,2010,NA
can baro,barri,2011,NA
can baro,barri,2012,NA
can baro,barri,2013,NA
can baro,barri,2014,542.7197183
can baro,barri,2015,553.9651
can baro,barri,2016,636.7536232
can baro,barri,2017,686.9587732
can baro,barri,2018,738.1170526
can baro,barri,2019,769.0615849
can baro,barri,2020,787.7123
can baro,barri,2021,756.3712635
can baro,barri,2022,806.3586611
can baro,barri,2023,890.0170056
el guinardo,barri,2000,NA
el guinardo,barri,2001,NA
el guinardo,barri,2002,NA
el guinardo,barri,2003,NA
el guinardo,barri,2004,NA
el guinardo,barri,2005,NA
el guinardo,barri,2006,NA
el guinardo,barri,2007,NA
el guinardo,barri,2008,NA
el guinardo,barri,2009,NA
el guinardo,barri,2010,NA
el guinardo,barri,2011,NA
el guinardo,barri,2012,NA
el guinardo,barri,2013,NA
el guinardo,barri,2014,581.3937364
el guinardo,barri,2015,612.8952
el guinardo,barri,2016,666.4422272
el guinardo,barri,2017,736.9106409
el guinardo,barri,2018,771.4824349
el guinardo,barri,2019,819.0477788
el guinardo,barri,2020,822.8964673
el guinardo,barri,2021,809.1236909
el guinardo,barri,2022,847.0788645
el guinardo,barri,2023,964.5013555
la font d'en fargues,barri,2000,NA
la font d'en fargues,barri,2001,NA
la font d'en fargues,barri,2002,NA
la font d'en fargues,barri,2003,NA
la font d'en fargues,barri,2004,NA
la font d'en fargues,barri,2005,NA
la font d'en fargues,barri,2006,NA
la font d'en fargues,barri,2007,NA
la font d'en fargues,barri,2008,NA
la font d'en fargues,barri,2009,NA
la font d'en fargues,barri,2010,NA
la font d'en fargues,barri,2011,NA
la font d'en fargues,barri,2012,NA
la font d'en fargues,barri,2013,NA
la font d'en fargues,barri,2014,712.4144086
la font d'en fargues,barri,2015,723.5364
la font d'en fargues,barri,2016,717.4112195
la font d'en fargues,barri,2017,817.1015625
la font d'en fargues,barri,2018,828.2833333
la font d'en fargues,barri,2019,885.612449
la font d'en fargues,barri,2020,918.1501852
la font d'en fargues,barri,2021,815.230068
la font d'en fargues,barri,2022,873.4965254
la font d'en fargues,barri,2023,1057.51126
el carmel,barri,2000,NA
el carmel,barri,2001,NA
el carmel,barri,2002,NA
el carmel,barri,2003,NA
el carmel,barri,2004,NA
el carmel,barri,2005,NA
el carmel,barri,2006,NA
el carmel,barri,2007,NA
el carmel,barri,2008,NA
el carmel,barri,2009,NA
el carmel,barri,2010,NA
el carmel,barri,2011,NA
el carmel,barri,2012,NA
el carmel,barri,2013,NA
el carmel,barri,2014,494.9974254
el carmel,barri,2015,510.9756
el carmel,barri,2016,554.9463785
el carmel,barri,2017,603.3393287
el carmel,barri,2018,644.3398964
el carmel,barri,2019,685.0980307
el carmel,barri,2020,687.0060595
el carmel,barri,2021,674.4501414
el carmel,barri,2022,727.2034802
el carmel,barri,2023,776.5296223
la teixonera,barri,2000,NA
la teixonera,barri,2001,NA
la teixonera,barri,2002,NA
la teixonera,barri,2003,NA
la teixonera,barri,2004,NA
la teixonera,barri,2005,NA
la teixonera,barri,2006,NA
la teixonera,barri,2007,NA
la teixonera,barri,2008,NA
la teixonera,barri,2009,NA
la teixonera,barri,2010,NA
la teixonera,barri,2011,NA
la teixonera,barri,2012,NA
la teixonera,barri,2013,NA
la teixonera,barri,2014,486.438595
la teixonera,barri,2015,519.6792
la teixonera,barri,2016,578.6259164
la teixonera,barri,2017,648.8981728
la teixonera,barri,2018,701.6875254
la teixonera,barri,2019,738.8725606
la teixonera,barri,2020,718.3846809
la teixonera,barri,2021,714.7807947
la teixonera,barri,2022,779.3313718
la teixonera,barri,2023,847.1827273
sant genis dels agudells,barri,2000,NA
sant genis dels agudells,barri,2001,NA
sant genis dels agudells,barri,2002,NA
sant genis dels agudells,barri,2003,NA
sant genis dels agudells,barri,2004,NA
sant genis dels agudells,barri,2005,NA
sant genis dels agudells,barri,2006,NA
sant genis dels agudells,barri,2007,NA
sant genis dels agudells,barri,2008,NA
sant genis dels agudells,barri,2009,NA
sant genis dels agudells,barri,2010,NA
sant genis dels agudells,barri,2011,NA
sant genis dels agudells,barri,2012,NA
sant genis dels agudells,barri,2013,NA
sant genis dels agudells,barri,2014,553.8882353
sant genis dels agudells,barri,2015,551.1986
sant genis dels agudells,barri,2016,609.3003049
sant genis dels agudells,barri,2017,674.6676471
sant genis dels agudells,barri,2018,656.1283721
sant genis dels agudells,barri,2019,738.544
sant genis dels agudells,barri,2020,730.9072222
sant genis dels agudells,barri,2021,704.5712414
sant genis dels agudells,barri,2022,734.3782184
sant genis dels agudells,barri,2023,822.5969912
montbau,barri,2000,NA
montbau,barri,2001,NA
montbau,barri,2002,NA
montbau,barri,2003,NA
montbau,barri,2004,NA
montbau,barri,2005,NA
montbau,barri,2006,NA
montbau,barri,2007,NA
montbau,barri,2008,NA
montbau,barri,2009,NA
montbau,barri,2010,NA
montbau,barri,2011,NA
montbau,barri,2012,NA
montbau,barri,2013,NA
montbau,barri,2014,552.54
montbau,barri,2015,630.3692
montbau,barri,2016,644.2553191
montbau,barri,2017,724.766383
montbau,barri,2018,737.8311688
montbau,barri,2019,793.9261017
montbau,barri,2020,784.5560215
montbau,barri,2021,740.4337419
montbau,barri,2022,793.6857051
montbau,barri,2023,896.1950833
la vall d'hebron,barri,2000,NA
la vall d'hebron,barri,2001,NA
la vall d'hebron,barri,2002,NA
la vall d'hebron,barri,2003,NA
la vall d'hebron,barri,2004,NA
la vall d'hebron,barri,2005,NA
la vall d'hebron,barri,2006,NA
la vall d'hebron,barri,2007,NA
la vall d'hebron,barri,2008,NA
la vall d'hebron,barri,2009,NA
la vall d'hebron,barri,2010,NA
la vall d'hebron,barri,2011,NA
la vall d'hebron,barri,2012,NA
la vall d'hebron,barri,2013,NA
la vall d'hebron,barri,2014,699.3877551
la vall d'hebron,barri,2015,696.2903
la vall d'hebron,barri,2016,767.3642857
la vall d'hebron,barri,2017,828.9615789
la vall d'hebron,barri,2018,859.76
la vall d'hebron,barri,2019,864.6468519
la vall d'hebron,barri,2020,890.0381579
la vall d'hebron,barri,2021,861.9497368
la vall d'hebron,barri,2022,906.5408235
la vall d'hebron,barri,2023,945.8839344
la clota,barri,2000,NA
la clota,barri,2001,NA
la clota,barri,2002,NA
la clota,barri,2003,NA
la clota,barri,2004,NA
la clota,barri,2005,NA
la clota,barri,2006,NA
la clota,barri,2007,NA
la clota,barri,2008,NA
la clota,barri,2009,NA
la clota,barri,2010,NA
la clota,barri,2011,NA
la clota,barri,2012,NA
la clota,barri,2013,NA
la clota,barri,2014,480
la clota,barri,2015,350.2508
la clota,barri,2016,538.748
la clota,barri,2017,651.25
la clota,barri,2018,500.4228571
la clota,barri,2019,666.1845455
la clota,barri,2020,589.8444444
la clota,barri,2021,742.7842857
la clota,barri,2022,NA
la clota,barri,2023,829.0822222
horta,barri,2000,NA
horta,barri,2001,NA
horta,barri,2002,NA
horta,barri,2003,NA
horta,barri,2004,NA
horta,barri,2005,NA
horta,barri,2006,NA
horta,barri,2007,NA
horta,barri,2008,NA
horta,barri,2009,NA
horta,barri,2010,NA
horta,barri,2011,NA
horta,barri,2012,NA
horta,barri,2013,NA
horta,barri,2014,567.2433333
horta,barri,2015,579.8995
horta,barri,2016,630.6075446
horta,barri,2017,698.3742784
horta,barri,2018,747.3241167
horta,barri,2019,782.9382671
horta,barri,2020,785.0155245
horta,barri,2021,749.1868917
horta,barri,2022,801.7753912
horta,barri,2023,895.5867814
nou barris,districte,2000,330.9945278
nou barris,districte,2001,369.3698933
nou barris,districte,2002,426.9712545
nou barris,districte,2003,438.4277675
nou barris,districte,2004,472.7154464
nou barris,districte,2005,513.4849256
nou barris,districte,2006,582.1281762
nou barris,districte,2007,632.1307752
nou barris,districte,2008,676.5102096
nou barris,districte,2009,653.2752524
nou barris,districte,2010,621.4629239
nou barris,districte,2011,609.4270101
nou barris,districte,2012,551.6863727
nou barris,districte,2013,513.8204509
nou barris,districte,2014,499.3110614
nou barris,districte,2015,518.7996
nou barris,districte,2016,561.0694261
nou barris,districte,2017,625.5069294
nou barris,districte,2018,674.5904617
nou barris,districte,2019,704.5164616
nou barris,districte,2020,705.5058052
nou barris,districte,2021,684.4899747
nou barris,districte,2022,730.3625324
nou barris,districte,2023,796.8074948
vilapicina i la torre llobeta,barri,2000,NA
vilapicina i la torre llobeta,barri,2001,NA
vilapicina i la torre llobeta,barri,2002,NA
vilapicina i la torre llobeta,barri,2003,NA
vilapicina i la torre llobeta,barri,2004,NA
vilapicina i la torre llobeta,barri,2005,NA
vilapicina i la torre llobeta,barri,2006,NA
vilapicina i la torre llobeta,barri,2007,NA
vilapicina i la torre llobeta,barri,2008,NA
vilapicina i la torre llobeta,barri,2009,NA
vilapicina i la torre llobeta,barri,2010,NA
vilapicina i la torre llobeta,barri,2011,NA
vilapicina i la torre llobeta,barri,2012,NA
vilapicina i la torre llobeta,barri,2013,NA
vilapicina i la torre llobeta,barri,2014,568.2330045
vilapicina i la torre llobeta,barri,2015,586.6255
vilapicina i la torre llobeta,barri,2016,638.5304889
vilapicina i la torre llobeta,barri,2017,714.8333162
vilapicina i la torre llobeta,barri,2018,744.0775251
vilapicina i la torre llobeta,barri,2019,781.7273459
vilapicina i la torre llobeta,barri,2020,797.4521205
vilapicina i la torre llobeta,barri,2021,761.0556557
vilapicina i la torre llobeta,barri,2022,826.4201815
vilapicina i la torre llobeta,barri,2023,906.8950588
porta,barri,2000,NA
porta,barri,2001,NA
porta,barri,2002,NA
porta,barri,2003,NA
porta,barri,2004,NA
porta,barri,2005,NA
porta,barri,2006,NA
porta,barri,2007,NA
porta,barri,2008,NA
porta,barri,2009,NA
porta,barri,2010,NA
porta,barri,2011,NA
porta,barri,2012,NA
porta,barri,2013,NA
porta,barri,2014,529.5460845
porta,barri,2015,555.0417
porta,barri,2016,603.5893047
porta,barri,2017,662.0441293
porta,barri,2018,706.2543741
porta,barri,2019,751.4205937
porta,barri,2020,724.2994568
porta,barri,2021,714.6193455
porta,barri,2022,758.4085311
porta,barri,2023,836.4906634
el turo de la peira,barri,2000,NA
el turo de la peira,barri,2001,NA
el turo de la peira,barri,2002,NA
el turo de la peira,barri,2003,NA
el turo de la peira,barri,2004,NA
el turo de la peira,barri,2005,NA
el turo de la peira,barri,2006,NA
el turo de la peira,barri,2007,NA
el turo de la peira,barri,2008,NA
el turo de la peira,barri,2009,NA
el turo de la peira,barri,2010,NA
el turo de la peira,barri,2011,NA
el turo de la peira,barri,2012,NA
el turo de la peira,barri,2013,NA
el turo de la peira,barri,2014,473.1572937
el turo de la peira,barri,2015,504.3443
el turo de la peira,barri,2016,552.1874667
el turo de la peira,barri,2017,615.5004298
el turo de la peira,barri,2018,676.5674211
el turo de la peira,barri,2019,697.247975
el turo de la peira,barri,2020,695.7023
el turo de la peira,barri,2021,682.9596709
el turo de la peira,barri,2022,725.695546
el turo de la peira,barri,2023,765.9689818
can peguera,barri,2000,NA
can peguera,barri,2001,NA
can peguera,barri,2002,NA
can peguera,barri,2003,NA
can peguera,barri,2004,NA
can peguera,barri,2005,NA
can peguera,barri,2006,NA
can peguera,barri,2007,NA
can peguera,barri,2008,NA
can peguera,barri,2009,NA
can peguera,barri,2010,NA
can peguera,barri,2011,NA
can peguera,barri,2012,NA
can peguera,barri,2013,NA
can peguera,barri,2014,221.1345455
can peguera,barri,2015,211.3545
can peguera,barri,2016,253.1033333
can peguera,barri,2017,417.8442857
can peguera,barri,2018,439.6328571
can peguera,barri,2019,419.4271429
can peguera,barri,2020,365.56
can peguera,barri,2021,NA
can peguera,barri,2022,NA
can peguera,barri,2023,NA
la guineueta,barri,2000,NA
la guineueta,barri,2001,NA
la guineueta,barri,2002,NA
la guineueta,barri,2003,NA
la guineueta,barri,2004,NA
la guineueta,barri,2005,NA
la guineueta,barri,2006,NA
la guineueta,barri,2007,NA
la guineueta,barri,2008,NA
la guineueta,barri,2009,NA
la guineueta,barri,2010,NA
la guineueta,barri,2011,NA
la guineueta,barri,2012,NA
la guineueta,barri,2013,NA
la guineueta,barri,2014,614.5638397
la guineueta,barri,2015,562.8057
la guineueta,barri,2016,623.3563485
la guineueta,barri,2017,650.052892
la guineueta,barri,2018,714.8649563
la guineueta,barri,2019,744.15592590000006
la guineueta,barri,2020,737.8933203
la guineueta,barri,2021,678.3724815
la guineueta,barri,2022,760.6973564
la guineueta,barri,2023,843.2267857
canyelles,barri,2000,NA
canyelles,barri,2001,NA
canyelles,barri,2002,NA
canyelles,barri,2003,NA
canyelles,barri,2004,NA
canyelles,barri,2005,NA
canyelles,barri,2006,NA
canyelles,barri,2007,NA
canyelles,barri,2008,NA
canyelles,barri,2009,NA
canyelles,barri,2010,NA
canyelles,barri,2011,NA
canyelles,barri,2012,NA
canyelles,barri,2013,NA
canyelles,barri,2014,536.4102564
canyelles,barri,2015,563.9629
canyelles,barri,2016,625.6126316
canyelles,barri,2017,680.5638298
canyelles,barri,2018,716.5523529
canyelles,barri,2019,752.082549
canyelles,barri,2020,769.1727778
canyelles,barri,2021,746.7689744
canyelles,barri,2022,803.39775
canyelles,barri,2023,832.4651163
les roquetes,barri,2000,NA
les roquetes,barri,2001,NA
les roquetes,barri,2002,NA
les roquetes,barri,2003,NA
les roquetes,barri,2004,NA
les roquetes,barri,2005,NA
les roquetes,barri,2006,NA
les roquetes,barri,2007,NA
les roquetes,barri,2008,NA
les roquetes,barri,2009,NA
les roquetes,barri,2010,NA
les roquetes,barri,2011,NA
les roquetes,barri,2012,NA
les roquetes,barri,2013,NA
les roquetes,barri,2014,450.7590809
les roquetes,barri,2015,463.7288
les roquetes,barri,2016,489.5453788
les roquetes,barri,2017,533.3856842
les roquetes,barri,2018,602.0825926
les roquetes,barri,2019,621.170969
les roquetes,barri,2020,638.8255204
les roquetes,barri,2021,622.5756757
les roquetes,barri,2022,666.3852941
les roquetes,barri,2023,734.2964251
verdun,barri,2000,NA
verdun,barri,2001,NA
verdun,barri,2002,NA
verdun,barri,2003,NA
verdun,barri,2004,NA
verdun,barri,2005,NA
verdun,barri,2006,NA
verdun,barri,2007,NA
verdun,barri,2008,NA
verdun,barri,2009,NA
verdun,barri,2010,NA
verdun,barri,2011,NA
verdun,barri,2012,NA
verdun,barri,2013,NA
verdun,barri,2014,487.8771552
verdun,barri,2015,470.3987
verdun,barri,2016,533.3325862
verdun,barri,2017,591.6595021
verdun,barri,2018,630.6390068
verdun,barri,2019,663.3959233
verdun,barri,2020,660.4336406
verdun,barri,2021,647.9970085
verdun,barri,2022,645.2533088
verdun,barri,2023,753.3489252
la prosperitat,barri,2000,NA
la prosperitat,barri,2001,NA
la prosperitat,barri,2002,NA
la prosperitat,barri,2003,NA
la prosperitat,barri,2004,NA
la prosperitat,barri,2005,NA
la prosperitat,barri,2006,NA
la prosperitat,barri,2007,NA
la prosperitat,barri,2008,NA
la prosperitat,barri,2009,NA
la prosperitat,barri,2010,NA
la prosperitat,barri,2011,NA
la prosperitat,barri,2012,NA
la prosperitat,barri,2013,NA
la prosperitat,barri,2014,504.8563747
la prosperitat,barri,2015,530.2575
la prosperitat,barri,2016,562.3038266
la prosperitat,barri,2017,628.1126489
la prosperitat,barri,2018,665.5909786
la prosperitat,barri,2019,684.4005766
la prosperitat,barri,2020,700.8780909
la prosperitat,barri,2021,676.4846139
la prosperitat,barri,2022,725.3966944
la prosperitat,barri,2023,784.9111809
la trinitat nova,barri,2000,NA
la trinitat nova,barri,2001,NA
la trinitat nova,barri,2002,NA
la trinitat nova,barri,2003,NA
la trinitat nova,barri,2004,NA
la trinitat nova,barri,2005,NA
la trinitat nova,barri,2006,NA
la trinitat nova,barri,2007,NA
la trinitat nova,barri,2008,NA
la trinitat nova,barri,2009,NA
la trinitat nova,barri,2010,NA
la trinitat nova,barri,2011,NA
la trinitat nova,barri,2012,NA
la trinitat nova,barri,2013,NA
la trinitat nova,barri,2014,434.4228226
la trinitat nova,barri,2015,448.318
la trinitat nova,barri,2016,431.1033621
la trinitat nova,barri,2017,541.4829752
la trinitat nova,barri,2018,580.84608
