territori,tipus_de_territori,anys,poblacio.espanya,poblacio.resta de la unio europea,poblacio.resta del mon
la guineueta,barri,2007,14571,191,763
la guineueta,barri,2008,14350,218,859
la guineueta,barri,2009,14225,227,910
la guineueta,barri,2010,14127,244,928
la guineueta,barri,2011,14028,223,1012
la guineueta,barri,2012,13966,220,996
la guineueta,barri,2013,13953,226,947
la guineueta,barri,2014,13922,218,917
la guineueta,barri,2015,14033,217,847
la guineueta,barri,2016,13954,237,859
la guineueta,barri,2017,14034,249,964
la guineueta,barri,2018,14029,250,1014
la guineueta,barri,2019,13917,273,1208
la guineueta,barri,2020,13777,290,1353
la guineueta,barri,2021,13526,267,1474
la guineueta,barri,2022,13445,267,1340
la guineueta,barri,2023,13440,263,1557
canyelles,barri,1997,8719,11,14
canyelles,barri,1998,8656,12,19
canyelles,barri,1999,8471,10,22
canyelles,barri,2000,8346,10,29
canyelles,barri,2001,8103,9,47
canyelles,barri,2002,8059,14,111
canyelles,barri,2003,7843,22,186
canyelles,barri,2004,7651,25,198
canyelles,barri,2005,7450,28,244
canyelles,barri,2006,7267,35,292
canyelles,barri,2007,7135,47,329
canyelles,barri,2008,7060,53,358
canyelles,barri,2009,7025,53,362
canyelles,barri,2010,6965,54,286
canyelles,barri,2011,6872,59,308
canyelles,barri,2012,6804,56,333
canyelles,barri,2013,6742,65,301
canyelles,barri,2014,6648,72,260
canyelles,barri,2015,6673,58,221
canyelles,barri,2016,6628,50,247
canyelles,barri,2017,6560,50,253
canyelles,barri,2018,6562,52,271
canyelles,barri,2019,6477,63,344
canyelles,barri,2020,6408,74,387
canyelles,barri,2021,6364,72,377
canyelles,barri,2022,6301,73,413
canyelles,barri,2023,6252,66,467
les roquetes,barri,1997,15508,21,107
les roquetes,barri,1998,15521,22,133
les roquetes,barri,1999,15192,22,168
les roquetes,barri,2000,14913,24,207
les roquetes,barri,2001,14553,21,493
les roquetes,barri,2002,14538,32,896
les roquetes,barri,2003,14201,50,1337
les roquetes,barri,2004,13867,62,1880
les roquetes,barri,2005,13453,83,2173
les roquetes,barri,2006,13138,93,2600
les roquetes,barri,2007,12883,308,2465
les roquetes,barri,2008,12666,393,2882
les roquetes,barri,2009,12618,413,3151
les roquetes,barri,2010,12553,439,3000
les roquetes,barri,2011,12521,422,3044
les roquetes,barri,2012,12496,392,3140
les roquetes,barri,2013,12442,386,2946
les roquetes,barri,2014,12448,409,2708
les roquetes,barri,2015,12467,383,2550
les roquetes,barri,2016,12421,392,2597
les roquetes,barri,2017,12401,404,2826
les roquetes,barri,2018,12341,379,3043
les roquetes,barri,2019,12415,413,3401
les roquetes,barri,2020,12343,433,3618
les roquetes,barri,2021,12432,422,3709
les roquetes,barri,2022,12336,387,3433
les roquetes,barri,2023,12246,405,3871
verdun,barri,1997,12795,23,101
verdun,barri,1998,12688,24,124
verdun,barri,1999,12489,24,136
verdun,barri,2000,12212,27,180
verdun,barri,2001,11805,29,454
verdun,barri,2002,11556,43,830
verdun,barri,2003,11266,45,1075
verdun,barri,2004,10979,52,1288
verdun,barri,2005,10719,60,1409
verdun,barri,2006,10457,89,1625
verdun,barri,2007,10320,169,1610
verdun,barri,2008,10301,210,1893
verdun,barri,2009,10185,206,2002
verdun,barri,2010,10188,204,1919
verdun,barri,2011,10178,186,1938
verdun,barri,2012,10202,210,2035
verdun,barri,2013,10101,190,2045
verdun,barri,2014,9960,220,1939
verdun,barri,2015,10161,230,1834
verdun,barri,2016,10104,220,1937
verdun,barri,2017,10059,236,2073
verdun,barri,2018,9991,257,2197
verdun,barri,2019,9830,277,2471
verdun,barri,2020,9826,303,2669
verdun,barri,2021,9768,300,2797
verdun,barri,2022,9678,297,2583
verdun,barri,2023,9686,311,2777
la prosperitat,barri,1997,27757,32,110
la prosperitat,barri,1998,27729,28,142
la prosperitat,barri,1999,27055,33,188
la prosperitat,barri,2000,26571,31,268
la prosperitat,barri,2001,26110,33,632
la prosperitat,barri,2002,25761,58,1335
la prosperitat,barri,2003,25202,76,1899
la prosperitat,barri,2004,24525,84,2286
la prosperitat,barri,2005,23941,131,2650
la prosperitat,barri,2006,23563,136,3066
la prosperitat,barri,2007,23156,292,3043
la prosperitat,barri,2008,22822,398,3412
la prosperitat,barri,2009,22697,447,3674
la prosperitat,barri,2010,22575,385,3613
la prosperitat,barri,2011,22530,347,3677
la prosperitat,barri,2012,22430,379,3653
la prosperitat,barri,2013,22373,406,3527
la prosperitat,barri,2014,22440,368,3274
la prosperitat,barri,2015,22595,355,3021
la prosperitat,barri,2016,22656,357,3169
la prosperitat,barri,2017,22540,379,3495
la prosperitat,barri,2018,22350,422,3799
la prosperitat,barri,2019,22398,475,3982
la prosperitat,barri,2020,22275,518,4233
la prosperitat,barri,2021,22015,515,4337
la prosperitat,barri,2022,21777,508,4059
la prosperitat,barri,2023,21673,531,4457
la trinitat nova,barri,1997,7567,8,19
la trinitat nova,barri,1998,7750,10,25
la trinitat nova,barri,1999,7610,9,44
la trinitat nova,barri,2000,7592,9,79
la trinitat nova,barri,2001,7474,10,170
la trinitat nova,barri,2002,7426,20,312
la trinitat nova,barri,2003,7222,18,552
la trinitat nova,barri,2004,7033,30,840
la trinitat nova,barri,2005,6895,35,1039
la trinitat nova,barri,2006,6650,44,1264
la trinitat nova,barri,2007,6590,86,1363
la trinitat nova,barri,2008,6495,91,1494
la trinitat nova,barri,2009,6455,81,1597
la trinitat nova,barri,2010,6328,86,1463
la trinitat nova,barri,2011,6222,89,1388
la trinitat nova,barri,2012,6189,87,1348
la trinitat nova,barri,2013,6164,95,1296
la trinitat nova,barri,2014,6071,108,1211
la trinitat nova,barri,2015,6046,95,1194
la trinitat nova,barri,2016,5980,92,1187
la trinitat nova,barri,2017,5908,101,1262
la trinitat nova,barri,2018,5821,116,1428
la trinitat nova,barri,2019,5861,134,1625
la trinitat nova,barri,2020,5792,135,1742
la trinitat nova,barri,2021,5758,132,1738
la trinitat nova,barri,2022,5708,141,1572
la trinitat nova,barri,2023,5777,127,1720
torre baro,barri,1997,2343,11,14
torre baro,barri,1998,2368,11,17
torre baro,barri,1999,2296,14,16
torre baro,barri,2000,2217,13,22
torre baro,barri,2001,2124,15,50
torre baro,barri,2002,2080,14,82
torre baro,barri,2003,2073,13,126
torre baro,barri,2004,2051,10,150
torre baro,barri,2005,2048,10,156
torre baro,barri,2006,1973,12,174
torre baro,barri,2007,1937,23,144
torre baro,barri,2008,1940,31,180
torre baro,barri,2009,1952,24,189
torre baro,barri,2010,1957,23,184
torre baro,barri,2011,1953,27,192
torre baro,barri,2012,1934,28,207
torre baro,barri,2013,1969,28,199
torre baro,barri,2014,2132,42,381
torre baro,barri,2015,2302,49,383
torre baro,barri,2016,2348,57,390
torre baro,barri,2017,2359,65,435
torre baro,barri,2018,2371,72,450
torre baro,barri,2019,2382,82,467
torre baro,barri,2020,2350,70,505
torre baro,barri,2021,2322,77,524
torre baro,barri,2022,2319,82,507
torre baro,barri,2023,2335,80,524
ciutat meridiana,barri,1997,9787,18,18
ciutat meridiana,barri,1998,9796,11,28
ciutat meridiana,barri,1999,9740,12,47
ciutat meridiana,barri,2000,9603,13,92
ciutat meridiana,barri,2001,9391,23,208
ciutat meridiana,barri,2002,9100,27,483
ciutat meridiana,barri,2003,8731,34,1123
ciutat meridiana,barri,2004,8364,43,1708
ciutat meridiana,barri,2005,7882,54,2345
ciutat meridiana,barri,2006,7497,64,2936
ciutat meridiana,barri,2007,7224,128,3297
ciutat meridiana,barri,2008,7069,211,3857
ciutat meridiana,barri,2009,6998,226,4006
ciutat meridiana,barri,2010,7005,220,3634
ciutat meridiana,barri,2011,6992,267,3627
ciutat meridiana,barri,2012,6931,277,3537
ciutat meridiana,barri,2013,7047,205,3242
ciutat meridiana,barri,2014,7136,196,2842
ciutat meridiana,barri,2015,7373,197,2669
ciutat meridiana,barri,2016,7304,187,2564
ciutat meridiana,barri,2017,7419,183,2767
ciutat meridiana,barri,2018,7429,172,3021
ciutat meridiana,barri,2019,7431,190,3243
ciutat meridiana,barri,2020,7456,201,3434
ciutat meridiana,barri,2021,7436,189,3527
ciutat meridiana,barri,2022,7422,182,3204
ciutat meridiana,barri,2023,7483,179,3195
vallbona,barri,1997,712,NA,NA
vallbona,barri,1998,784,5,NA
vallbona,barri,1999,799,10,NA
vallbona,barri,2000,801,11,NA
vallbona,barri,2001,804,10,13
vallbona,barri,2002,783,10,38
vallbona,barri,2003,853,10,34
vallbona,barri,2004,876,10,47
vallbona,barri,2005,899,13,65
vallbona,barri,2006,1094,17,116
vallbona,barri,2007,1135,23,97
vallbona,barri,2008,1165,28,124
vallbona,barri,2009,1184,28,115
vallbona,barri,2010,1180,38,118
vallbona,barri,2011,1188,37,118
vallbona,barri,2012,1167,39,134
vallbona,barri,2013,1157,40,151
vallbona,barri,2014,1151,33,126
vallbona,barri,2015,1170,35,129
vallbona,barri,2016,1196,26,132
vallbona,barri,2017,1208,26,145
vallbona,barri,2018,1214,26,159
vallbona,barri,2019,1196,32,178
vallbona,barri,2020,1192,35,193
vallbona,barri,2021,1161,33,206
vallbona,barri,2022,1187,34,198
vallbona,barri,2023,1171,28,221
sant andreu,districte,1997,133319,215,1016
sant andreu,districte,1998,133977,244,1202
sant andreu,districte,1999,133470,268,1491
sant andreu,districte,2000,132555,303,1945
sant andreu,districte,2001,131544,385,3619
sant andreu,districte,2002,132100,539,6169
sant andreu,districte,2003,131008,736,9086
sant andreu,districte,2004,130168,897,10885
sant andreu,districte,2005,129268,1150,12777
sant andreu,districte,2006,128256,1353,14526
sant andreu,districte,2007,127293,2088,14029
sant andreu,districte,2008,126826,2571,16294
sant andreu,districte,2009,126665,2810,17908
sant andreu,districte,2010,126580,2871,17520
sant andreu,districte,2011,127238,2773,17328
sant andreu,districte,2012,127593,2769,17025
sant andreu,districte,2013,127865,2884,16194
sant andreu,districte,2014,128268,2839,14885
sant andreu,districte,2015,129774,2886,13845
sant andreu,districte,2016,130115,2991,13689
sant andreu,districte,2017,130030,3217,14532
sant andreu,districte,2018,129885,3399,15359
sant andreu,districte,2019,129474,3988,16876
sant andreu,districte,2020,128941,4261,18852
sant andreu,districte,2021,127910,4087,19529
sant andreu,districte,2022,127106,4186,18522
sant andreu,districte,2023,126730,4200,20858
la trinitat vella,barri,1997,7632,NA,168
la trinitat vella,barri,1998,7708,NA,192
la trinitat vella,barri,1999,7716,NA,261
la trinitat vella,barri,2000,7683,NA,337
la trinitat vella,barri,2001,7565,8,550
la trinitat vella,barri,2002,7599,10,881
la trinitat vella,barri,2003,7472,26,1393
la trinitat vella,barri,2004,7257,35,1723
la trinitat vella,barri,2005,7055,53,2189
la trinitat vella,barri,2006,6963,76,2731
la trinitat vella,barri,2007,6893,143,2776
la trinitat vella,barri,2008,6845,235,3194
la trinitat vella,barri,2009,6859,219,3369
la trinitat vella,barri,2010,6790,211,3274
la trinitat vella,barri,2011,6812,234,3357
la trinitat vella,barri,2012,6900,239,3258
la trinitat vella,barri,2013,6998,252,3184
la trinitat vella,barri,2014,7135,240,2872
la trinitat vella,barri,2015,7255,240,2573
la trinitat vella,barri,2016,7254,245,2549
la trinitat vella,barri,2017,7205,255,2546
la trinitat vella,barri,2018,7154,232,2685
la trinitat vella,barri,2019,7131,301,2905
la trinitat vella,barri,2020,7105,310,3072
la trinitat vella,barri,2021,7126,319,3068
la trinitat vella,barri,2022,7197,325,2836
la trinitat vella,barri,2023,7226,291,2769
baro de viver,barri,1997,2291,NA,5
baro de viver,barri,1998,2345,NA,8
baro de viver,barri,1999,2342,NA,12
baro de viver,barri,2000,2351,NA,16
baro de viver,barri,2001,2354,NA,18
baro de viver,barri,2002,2363,NA,26
baro de viver,barri,2003,2334,6,41
baro de viver,barri,2004,2301,NA,60
baro de viver,barri,2005,2300,5,77
baro de viver,barri,2006,2302,11,108
baro de viver,barri,2007,2287,13,117
baro de viver,barri,2008,2279,19,160
baro de viver,barri,2009,2278,17,157
baro de viver,barri,2010,2222,16,154
baro de viver,barri,2011,2244,18,149
baro de viver,barri,2012,2227,23,161
baro de viver,barri,2013,2210,25,181
baro de viver,barri,2014,2226,28,225
baro de viver,barri,2015,2226,32,224
baro de viver,barri,2016,2249,35,227
baro de viver,barri,2017,2247,35,257
baro de viver,barri,2018,2211,39,285
baro de viver,barri,2019,2233,44,327
baro de viver,barri,2020,2233,44,348
baro de viver,barri,2021,2226,43,384
baro de viver,barri,2022,2207,47,349
baro de viver,barri,2023,2191,41,350
el bon pastor,barri,1997,10023,10,27
el bon pastor,barri,1998,10088,9,33
el bon pastor,barri,1999,9966,8,51
el bon pastor,barri,2000,9764,11,72
el bon pastor,barri,2001,9736,15,142
el bon pastor,barri,2002,9692,18,320
el bon pastor,barri,2003,9930,21,642
el bon pastor,barri,2004,10496,38,855
el bon pastor,barri,2005,10591,63,1078
el bon pastor,barri,2006,10604,70,1367
el bon pastor,barri,2007,10544,141,1487
el bon pastor,barri,2008,10541,215,2333
el bon pastor,barri,2009,10590,274,2965
el bon pastor,barri,2010,10639,296,2874
el bon pastor,barri,2011,10645,308,2668
el bon pastor,barri,2012,10733,288,2176
el bon pastor,barri,2013,10844,312,1657
el bon pastor,barri,2014,10883,308,1485
el bon pastor,barri,2015,10972,237,1350
el bon pastor,barri,2016,10987,248,1358
el bon pastor,barri,2017,10924,237,1421
el bon pastor,barri,2018,10865,250,1625
el bon pastor,barri,2019,10831,284,2011
el bon pastor,barri,2020,10796,289,2567
el bon pastor,barri,2021,10707,282,2741
el bon pastor,barri,2022,10627,286,2640
el bon pastor,barri,2023,10632,280,3522
sant andreu,barri,1997,51342,80,272
sant andreu,barri,1998,51634,98,334
sant andreu,barri,1999,51581,101,365
sant andreu,barri,2000,51421,118,473
sant andreu,barri,2001,51300,154,863
sant andreu,barri,2002,51981,236,1577
sant andreu,barri,2003,51735,292,2378
sant andreu,barri,2004,51644,368,2900
sant andreu,barri,2005,51462,470,3474
sant andreu,barri,2006,51253,497,3767
sant andreu,barri,2007,51158,754,3536
sant andreu,barri,2008,50970,835,3780
sant andreu,barri,2009,51018,895,3970
sant andreu,barri,2010,51053,881,3898
sant andreu,barri,2011,51527,835,3710
sant andreu,barri,2012,51774,821,3686
sant andreu,barri,2013,52004,843,3653
sant andreu,barri,2014,52108,800,3355
sant andreu,barri,2015,52539,831,3121
sant andreu,barri,2016,52766,841,3087
sant andreu,barri,2017,52833,924,3465
sant andreu,barri,2018,53073,985,3603
sant andreu,barri,2019,52995,1149,3815
sant andreu,barri,2020,52860,1257,4389
sant andreu,barri,2021,52401,1206,4613
sant andreu,barri,2022,51951,1205,4445
sant andreu,barri,2023,51747,1217,4936
la sagrera,barri,1997,27648,46,310
la sagrera,barri,1998,27604,51,329
la sagrera,barri,1999,27380,60,409
la sagrera,barri,2000,27171,65,556
la sagrera,barri,2001,26901,79,967
la sagrera,barri,2002,26846,106,1512
la sagrera,barri,2003,26595,150,2081
la sagrera,barri,2004,26192,173,2429
la sagrera,barri,2005,25974,209,2647
la sagrera,barri,2006,25624,276,2928
la sagrera,barri,2007,25245,416,2685
la sagrera,barri,2008,25222,504,2979
la sagrera,barri,2009,25190,558,3193
la sagrera,barri,2010,25096,545,3238
la sagrera,barri,2011,25240,501,3378
la sagrera,barri,2012,25127,534,3439
la sagrera,barri,2013,25062,553,3309
la sagrera,barri,2014,25067,545,3059
la sagrera,barri,2015,25423,612,2864
la sagrera,barri,2016,25436,652,2715
la sagrera,barri,2017,25532,694,2899
la sagrera,barri,2018,25451,758,3079
la sagrera,barri,2019,25261,853,3369
la sagrera,barri,2020,25038,891,3676
la sagrera,barri,2021,24932,862,3771
la sagrera,barri,2022,24763,907,3768
la sagrera,barri,2023,24585,983,4336
el congres i els indians,barri,1997,13612,29,77
el congres i els indians,barri,1998,13610,34,100
el congres i els indians,barri,1999,13419,35,118
el congres i els indians,barri,2000,13305,36,141
el congres i els indians,barri,2001,13076,43,261
el congres i els indians,barri,2002,13020,57,432
el congres i els indians,barri,2003,12823,82,759
el congres i els indians,barri,2004,12645,96,962
el congres i els indians,barri,2005,12556,125,1149
el congres i els indians,barri,2006,12428,153,1324
el congres i els indians,barri,2007,12337,269,1244
el congres i els indians,barri,2008,12214,331,1449
el congres i els indians,barri,2009,12116,351,1593
el congres i els indians,barri,2010,12066,385,1501
el congres i els indians,barri,2011,12065,384,1547
el congres i els indians,barri,2012,12088,365,1653
el congres i els indians,barri,2013,12071,350,1607
el congres i els indians,barri,2014,12078,346,1499
el congres i els indians,barri,2015,12280,334,1432
el congres i els indians,barri,2016,12290,351,1410
el congres i els indians,barri,2017,12272,407,1459
el congres i els indians,barri,2018,12250,416,1527
el congres i els indians,barri,2019,12304,485,1766
el congres i els indians,barri,2020,12287,538,1901
el congres i els indians,barri,2021,12113,517,1919
el congres i els indians,barri,2022,12091,532,1694
el congres i els indians,barri,2023,12148,507,1966
navas,barri,1997,20771,47,157
navas,barri,1998,20988,48,206
navas,barri,1999,21066,61,275
navas,barri,2000,20860,68,350
navas,barri,2001,20612,85,818
navas,barri,2002,20599,109,1421
navas,barri,2003,20119,159,1792
navas,barri,2004,19633,183,1956
navas,barri,2005,19330,225,2163
navas,barri,2006,19082,270,2301
navas,barri,2007,18829,352,2184
navas,barri,2008,18755,432,2399
navas,barri,2009,18614,496,2661
navas,barri,2010,18714,537,2581
navas,barri,2011,18705,493,2519
navas,barri,2012,18744,499,2652
navas,barri,2013,18676,549,2603
navas,barri,2014,18771,572,2390
navas,barri,2015,19079,600,2281
navas,barri,2016,19133,619,2343
navas,barri,2017,19017,665,2485
navas,barri,2018,18881,719,2555
navas,barri,2019,18719,872,2683
navas,barri,2020,18622,932,2899
navas,barri,2021,18405,858,3033
navas,barri,2022,18270,884,2790
navas,barri,2023,18201,881,2979
sant marti,districte,1997,201442,540,1721
sant marti,districte,1998,203057,609,2152
sant marti,districte,1999,202304,731,2720
sant marti,districte,2000,200933,832,3354
sant marti,districte,2001,199703,1000,5895
sant marti,districte,2002,201192,1493,10385
sant marti,districte,2003,200149,2000,15457
sant marti,districte,2004,197625,2679,18480
sant marti,districte,2005,196219,3451,21742
sant marti,districte,2006,194669,4357,24339
sant marti,districte,2007,193953,6299,22667
sant marti,districte,2008,193233,7928,25147
sant marti,districte,2009,193494,8811,27558
sant marti,districte,2010,194115,9287,26809
sant marti,districte,2011,195043,8930,27094
sant marti,districte,2012,195818,9462,27436
sant marti,districte,2013,195966,10186,26867
sant marti,districte,2014,196425,10538,25686
sant marti,districte,2015,198440,10803,24397
sant marti,districte,2016,198189,11088,24870
sant marti,districte,2017,196983,12006,27025
sant marti,districte,2018,195755,12748,28470
sant marti,districte,2019,194421,14397,31120
sant marti,districte,2020,192319,15432,33787
sant marti,districte,2021,190298,14847,35992
sant marti,districte,2022,188671,15702,35055
sant marti,districte,2023,187072,16106,39535
el camp de l'arpa del clot,barri,1997,35971,115,446
el camp de l'arpa del clot,barri,1998,36205,129,548
el camp de l'arpa del clot,barri,1999,35935,176,690
el camp de l'arpa del clot,barri,2000,35428,159,785
el camp de l'arpa del clot,barri,2001,34926,195,1463
el camp de l'arpa del clot,barri,2002,35304,298,2510
el camp de l'arpa del clot,barri,2003,34612,378,3540
el camp de l'arpa del clot,barri,2004,33823,468,3976
el camp de l'arpa del clot,barri,2005,33264,582,4630
el camp de l'arpa del clot,barri,2006,33087,756,5042
el camp de l'arpa del clot,barri,2007,32913,1070,4588
el camp de l'arpa del clot,barri,2008,32680,1289,4801
el camp de l'arpa del clot,barri,2009,32495,1407,4930
el camp de l'arpa del clot,barri,2010,32322,1404,4622
el camp de l'arpa del clot,barri,2011,32148,1254,4548
el camp de l'arpa del clot,barri,2012,32198,1297,4670
el camp de l'arpa del clot,barri,2013,31989,1383,4603
el camp de l'arpa del clot,barri,2014,31977,1470,4348
el camp de l'arpa del clot,barri,2015,32406,1587,4172
el camp de l'arpa del clot,barri,2016,32284,1664,4179
el camp de l'arpa del clot,barri,2017,31920,1832,4489
el camp de l'arpa del clot,barri,2018,31613,2027,4682
el camp de l'arpa del clot,barri,2019,31461,2337,5110
el camp de l'arpa del clot,barri,2020,31019,2521,5587
el camp de l'arpa del clot,barri,2021,30473,2451,5905
el camp de l'arpa del clot,barri,2022,30104,2568,5528
el camp de l'arpa del clot,barri,2023,29706,2634,5998
el clot,barri,1997,22679,68,225
el clot,barri,1998,22907,76,287
el clot,barri,1999,23176,95,391
el clot,barri,2000,23563,118,518
el clot,barri,2001,23873,144,848
el clot,barri,2002,24410,194,1530
el clot,barri,2003,24261,249,2104
el clot,barri,2004,23956,313,2329
el clot,barri,2005,23858,365,2618
el clot,barri,2006,23618,433,2817
el clot,barri,2007,23550,624,2572
el clot,barri,2008,23506,801,2768
el clot,barri,2009,23555,896,3091
el clot,barri,2010,23543,943,3009
el clot,barri,2011,23499,872,2987
el clot,barri,2012,23397,909,3004
el clot,barri,2013,23291,950,2934
el clot,barri,2014,23285,1001,2746
el clot,barri,2015,23363,1021,2544
el clot,barri,2016,23287,1046,2592
el clot,barri,2017,23176,1153,2758
el clot,barri,2018,22953,1240,2854
el clot,barri,2019,22798,1363,3019
el clot,barri,2020,22392,1510,3177
el clot,barri,2021,22049,1496,3211
el clot,barri,2022,21673,1599,3105
el clot,barri,2023,21573,1639,3255
el parc i la llacuna del poblenou,barri,1997,12058,54,222
el parc i la llacuna del poblenou,barri,1998,12057,61,272
el parc i la llacuna del poblenou,barri,1999,12004,72,316
el parc i la llacuna del poblenou,barri,2000,11930,86,399
el parc i la llacuna del poblenou,barri,2001,11652,94,707
el parc i la llacuna del poblenou,barri,2002,11511,149,1091
el parc i la llacuna del poblenou,barri,2003,11402,221,1515
el parc i la llacuna del poblenou,barri,2004,11239,270,1695
el parc i la llacuna del poblenou,barri,2005,11053,323,1803
el parc i la llacuna del poblenou,barri,2006,11032,438,1858
el parc i la llacuna del poblenou,barri,2007,11020,603,1548
el parc i la llacuna del poblenou,barri,2008,10882,730,1491
el parc i la llacuna del poblenou,barri,2009,10885,859,1647
el parc i la llacuna del poblenou,barri,2010,10898,966,1605
el parc i la llacuna del poblenou,barri,2011,11060,942,1728
el parc i la llacuna del poblenou,barri,2012,11294,1026,1714
el parc i la llacuna del poblenou,barri,2013,11523,1142,1686
el parc i la llacuna del poblenou,barri,2014,11688,1182,1742
el parc i la llacuna del poblenou,barri,2015,11808,1178,1721
el parc i la llacuna del poblenou,barri,2016,11856,1212,1784
el parc i la llacuna del poblenou,barri,2017,11905,1308,1981
el parc i la llacuna del poblenou,barri,2018,12002,1377,2039
el parc i la llacuna del poblenou,barri,2019,12055,1560,2090
el parc i la llacuna del poblenou,barri,2020,12101,1664,2170
el parc i la llacuna del poblenou,barri,2021,12028,1531,2347
el parc i la llacuna del poblenou,barri,2022,11954,1675,2330
el parc i la llacuna del poblenou,barri,2023,11959,1827,2624
la vila olimpica del poblenou,barri,1997,5772,105,118
la vila olimpica del poblenou,barri,1998,6157,116,142
la vila olimpica del poblenou,barri,1999,6406,141,167
la vila olimpica del poblenou,barri,2000,6676,183,179
la vila olimpica del poblenou,barri,2001,6807,222,246
la vila olimpica del poblenou,barri,2002,6960,317,361
la vila olimpica del poblenou,barri,2003,6967,360,491
la vila olimpica del poblenou,barri,2004,6959,451,589
la vila olimpica del poblenou,barri,2005,7200,557,706
la vila olimpica del poblenou,barri,2006,7302,596,734
la vila olimpica del poblenou,barri,2007,7398,697,585
la vila olimpica del poblenou,barri,2008,7500,824,611
la vila olimpica del poblenou,barri,2009,7547,896,667
la vila olimpica del poblenou,barri,2010,7651,932,665
la vila olimpica del poblenou,barri,2011,7698,893,649
la vila olimpica del poblenou,barri,2012,7664,939,633
la vila olimpica del poblenou,barri,2013,7764,960,596
la vila olimpica del poblenou,barri,2014,7773,997,597
la vila olimpica del poblenou,barri,2015,7826,934,571
la vila olimpica del poblenou,barri,2016,7871,909,565
la vila olimpica del poblenou,barri,2017,7846,898,659
la vila olimpica del poblenou,barri,2018,7747,929,635
la vila olimpica del poblenou,barri,2019,7647,1004,696
la vila olimpica del poblenou,barri,2020,7568,1078,738
la vila olimpica del poblenou,barri,2021,7476,1030,886
la vila olimpica del poblenou,barri,2022,7395,1097,881
la vila olimpica del poblenou,barri,2023,7253,1087,995
el poblenou,barri,1997,23572,52,209
el poblenou,barri,1998,23835,67,232
el poblenou,barri,1999,23799,78,354
el poblenou,barri,2000,23646,96,451
el poblenou,barri,2001,23686,117,844
el poblenou,barri,2002,24301,203,1469
el poblenou,barri,2003,24990,319,2122
el poblenou,barri,2004,25076,476,2538
el poblenou,barri,2005,25450,637,2936
el poblenou,barri,2006,25519,863,3195
el poblenou,barri,2007,25732,1192,2924
el poblenou,barri,2008,25942,1499,3110
el poblenou,barri,2009,26063,1693,3368
el poblenou,barri,2010,26308,1827,3249
el poblenou,barri,2011,26943,1815,3307
el poblenou,barri,2012,27061,2028,3421
el poblenou,barri,2013,27223,2244,3411
el poblenou,barri,2014,27425,2349,3242
el poblenou,barri,2015,27881,2553,3000
el poblenou,barri,2016,27996,2664,2959
el poblenou,barri,2017,27937,2858,3134
el poblenou,barri,2018,27827,2968,3187
el poblenou,barri,2019,27393,3347,3425
el poblenou,barri,2020,27175,3658,3598
el poblenou,barri,2021,26855,3487,4066
el poblenou,barri,2022,26420,3685,3994
el poblenou,barri,2023,26090,3725,4330
diagonal mar i el front maritim del poblenou,barri,1997,4113,6,30
diagonal mar i el front maritim del poblenou,barri,1998,4120,10,33
diagonal mar i el front maritim del poblenou,barri,1999,4069,10,38
diagonal mar i el front maritim del poblenou,barri,2000,4208,11,48
diagonal mar i el front maritim del poblenou,barri,2001,4879,22,62
diagonal mar i el front maritim del poblenou,barri,2002,5958,52,175
diagonal mar i el front maritim del poblenou,barri,2003,6793,106,344
diagonal mar i el front maritim del poblenou,barri,2004,7476,194,459
diagonal mar i el front maritim del poblenou,barri,2005,7937,302,624
diagonal mar i el front maritim del poblenou,barri,2006,8114,396,768
diagonal mar i el front maritim del poblenou,barri,2007,8399,516,722
diagonal mar i el front maritim del poblenou,barri,2008,8539,638,785
diagonal mar i el front maritim del poblenou,barri,2009,8998,744,949
diagonal mar i el front maritim del poblenou,barri,2010,9469,845,950
diagonal mar i el front maritim del poblenou,barri,2011,10137,853,1012
diagonal mar i el front maritim del poblenou,barri,2012,10495,906,1113
diagonal mar i el front maritim del poblenou,barri,2013,10706,1020,1202
diagonal mar i el front maritim del poblenou,barri,2014,10944,1085,1137
diagonal mar i el front maritim del poblenou,barri,2015,11131,1088,1153
diagonal mar i el front maritim del poblenou,barri,2016,11163,1054,1197
diagonal mar i el front maritim del poblenou,barri,2017,11150,1125,1393
diagonal mar i el front maritim del poblenou,barri,2018,11017,1100,1526
diagonal mar i el front maritim del poblenou,barri,2019,10919,1190,1516
diagonal mar i el front maritim del poblenou,barri,2020,10745,1214,1565
diagonal mar i el front maritim del poblenou,barri,2021,10601,1186,1747
diagonal mar i el front maritim del poblenou,barri,2022,10477,1269,1643
diagonal mar i el front maritim del poblenou,barri,2023,10316,1242,1893
el besos i el maresme,barri,1997,21402,27,111
el besos i el maresme,barri,1998,21451,29,138
el besos i el maresme,barri,1999,21256,29,162
el besos i el maresme,barri,2000,20954,29,224
el besos i el maresme,barri,2001,20535,34,465
el besos i el maresme,barri,2002,20264,41,953
el besos i el maresme,barri,2003,19726,58,1834
el besos i el maresme,barri,2004,19183,88,2531
el besos i el maresme,barri,2005,18681,124,3252
el besos i el maresme,barri,2006,18212,163,4016
el besos i el maresme,barri,2007,17640,403,3981
el besos i el maresme,barri,2008,17427,597,5293
el besos i el maresme,barri,2009,17350,637,6029
el besos i el maresme,barri,2010,17290,597,5908
el besos i el maresme,barri,2011,17313,606,6055
el besos i el maresme,barri,2012,17269,596,5851
