territori,tipus_de_territori,anys,edat_mitjana.espanya,edat_mitjana.resta de la unio europea,edat_mitjana.resta del mon
sant gervasi-galvany,barri,2017,45.21039917,37.27151384,35.27286166
sant gervasi-galvany,barri,2018,45.30957913,37.38346725,35.39906165
sant gervasi-galvany,barri,2019,45.42559122,37.28310706,35.33749315
sant gervasi-galvany,barri,2020,45.56723177,37.11266942,35.62754997
sant gervasi-galvany,barri,2021,45.80322057,36.94391121,36.13168583
sant gervasi-galvany,barri,2022,46.08121647,37.26435414,35.9088295
sant gervasi-galvany,barri,2023,46.06706157,36.62977464,35.61201032
el putxet i el farro,barri,1997,42.26065293,46.97508897,38.29043773
el putxet i el farro,barri,1998,42.3238613,45.6609064,38.62686473
el putxet i el farro,barri,1999,42.62773787,45.86365431,38.1673459
el putxet i el farro,barri,2000,42.6771721,45.76861549,36.76173263
el putxet i el farro,barri,2001,42.84640442,44.01438652,34.92334461
el putxet i el farro,barri,2002,42.90376775,40.54092574,34.00931722
el putxet i el farro,barri,2003,43.17975773,38.54663253,33.05909359
el putxet i el farro,barri,2004,43.48127366,38.01015869,32.81917709
el putxet i el farro,barri,2005,43.72012354,36.92779948,32.7685597
el putxet i el farro,barri,2006,43.93716972,35.79734133,32.90162374
el putxet i el farro,barri,2007,43.97733693,35.20326056,33.61417388
el putxet i el farro,barri,2008,44.26845998,35.11120664,33.44988669
el putxet i el farro,barri,2009,44.46428363,35.44414305,33.78893194
el putxet i el farro,barri,2010,44.5323809,35.60800755,33.92019084
el putxet i el farro,barri,2011,44.57751123,35.83281885,34.30504521
el putxet i el farro,barri,2012,44.6599745,36.39891414,34.54335722
el putxet i el farro,barri,2013,44.6395278,36.32317828,34.87995095
el putxet i el farro,barri,2014,44.75288925,36.5245682,35.02245466
el putxet i el farro,barri,2015,44.76582199,36.68601594,34.81789557
el putxet i el farro,barri,2016,44.74559173,36.59996768,35.04525651
el putxet i el farro,barri,2017,44.75108146,36.49448557,35.08243745
el putxet i el farro,barri,2018,44.86248545,36.14821728,34.57651728
el putxet i el farro,barri,2019,45.05308715,36.43165869,34.90773606
el putxet i el farro,barri,2020,45.17793859,35.91241906,34.64573506
el putxet i el farro,barri,2021,45.45478383,36.11850401,35.30151395
el putxet i el farro,barri,2022,45.50643927,36.45581856,35.38389129
el putxet i el farro,barri,2023,45.78723066,36.35842295,35.07121687
gracia,districte,1997,44.77715171,41.3589585,34.90881615
gracia,districte,1998,44.91345955,40.26736307,34.55169967
gracia,districte,1999,45.11392322,40.65291028,34.17625908
gracia,districte,2000,45.33439319,40.2649105,33.66173053
gracia,districte,2001,45.53149354,39.09716537,32.29677192
gracia,districte,2002,45.51150057,36.92407334,31.52097142
gracia,districte,2003,45.69745369,36.11925431,31.26085918
gracia,districte,2004,45.83034811,34.95771341,31.43495071
gracia,districte,2005,46.05691495,34.08801022,31.76131774
gracia,districte,2006,46.13679169,33.93886611,32.20154247
gracia,districte,2007,46.27063065,33.56560036,32.06280036
gracia,districte,2008,46.33816166,33.38700408,32.09947379
gracia,districte,2009,46.35725438,33.51647075,32.16681408
gracia,districte,2010,46.37727398,33.62910893,32.4450339
gracia,districte,2011,46.41139558,33.84818409,32.63386025
gracia,districte,2012,46.47121016,33.90526412,32.86612655
gracia,districte,2013,46.57438148,34.3234416,33.09954256
gracia,districte,2014,46.64111493,34.57860301,33.53447422
gracia,districte,2015,46.63350303,34.76397327,33.45167653
gracia,districte,2016,46.62019939,34.7190481,33.83585031
gracia,districte,2017,46.70385172,34.67416014,33.91877854
gracia,districte,2018,46.75091785,34.76658482,33.90261846
gracia,districte,2019,46.80568213,34.68241004,33.96913618
gracia,districte,2020,47.07166559,34.67164829,34.04948694
gracia,districte,2021,47.18213197,34.81300648,34.64792353
gracia,districte,2022,47.43970489,35.18167341,34.65515896
gracia,districte,2023,47.4978017,35.20971899,34.67572004
vallcarca i els penitents,barri,1997,43.25278416,45.19155307,35.39871055
vallcarca i els penitents,barri,1998,43.5549598,45.54647945,35.0664119
vallcarca i els penitents,barri,1999,43.97325271,46.26671799,34.13419932
vallcarca i els penitents,barri,2000,44.36316479,45.92952452,33.04519772
vallcarca i els penitents,barri,2001,44.57502131,43.95189829,31.43667322
vallcarca i els penitents,barri,2002,44.72360499,40.25736859,31.04303497
vallcarca i els penitents,barri,2003,44.97293011,39.21786381,31.23748067
vallcarca i els penitents,barri,2004,45.15489614,37.12968938,31.18050172
vallcarca i els penitents,barri,2005,45.31785254,35.70538977,31.23438468
vallcarca i els penitents,barri,2006,45.49554208,35.16864051,31.96604893
vallcarca i els penitents,barri,2007,45.65209756,35.64688671,31.36347737
vallcarca i els penitents,barri,2008,45.83156321,35.37587896,32.03202486
vallcarca i els penitents,barri,2009,45.92837793,34.91393533,31.75353176
vallcarca i els penitents,barri,2010,46.0102935,34.79990404,32.92882167
vallcarca i els penitents,barri,2011,46.02855603,34.94951799,33.03168423
vallcarca i els penitents,barri,2012,46.10108251,35.65632826,33.13117096
vallcarca i els penitents,barri,2013,46.20278465,36.28854786,33.15428728
vallcarca i els penitents,barri,2014,46.31580166,36.39111592,33.42887221
vallcarca i els penitents,barri,2015,46.31709574,36.48596006,33.43102539
vallcarca i els penitents,barri,2016,46.38026357,36.30506001,34.21333647
vallcarca i els penitents,barri,2017,46.49385434,36.16982951,34.61064284
vallcarca i els penitents,barri,2018,46.43518525,36.14652867,34.06728423
vallcarca i els penitents,barri,2019,46.50555964,36.2838675,34.59507959
vallcarca i els penitents,barri,2020,46.77226762,36.57909086,34.56066292
vallcarca i els penitents,barri,2021,46.86037714,36.67904292,35.17505445
vallcarca i els penitents,barri,2022,47.12816772,36.64717762,35.39732956
vallcarca i els penitents,barri,2023,47.2243111,36.71356302,34.94320258
el coll,barri,1997,41.37757236,40.66585651,36.64239458
el coll,barri,1998,41.72976703,41.40172373,36.11280806
el coll,barri,1999,41.97224769,43.25835837,38.679483
el coll,barri,2000,42.41507286,41.70135811,36.20547854
el coll,barri,2001,42.75683856,42.09678979,32.81097925
el coll,barri,2002,42.86873035,39.25692566,30.09347671
el coll,barri,2003,43.01645368,38.43913936,28.88238623
el coll,barri,2004,42.99349968,38.46581713,30.08608154
el coll,barri,2005,43.42633707,36.88552465,31.09842796
el coll,barri,2006,43.80469563,35.47282895,30.81352344
el coll,barri,2007,44.11878057,34.41691144,31.30111352
el coll,barri,2008,44.06594805,35.25256673,31.06795795
el coll,barri,2009,44.26447377,35.04217536,31.01775144
el coll,barri,2010,44.30518453,34.5214302,30.85750969
el coll,barri,2011,44.56188435,34.36836196,31.36094679
el coll,barri,2012,44.73787221,35.1049646,32.2380233
el coll,barri,2013,45.13613906,34.82750762,32.55106978
el coll,barri,2014,45.28462871,35.23072442,32.65925981
el coll,barri,2015,45.10512193,35.78934135,33.22159316
el coll,barri,2016,45.37730177,35.2301743,33.97234595
el coll,barri,2017,45.3948771,34.655041,33.97138883
el coll,barri,2018,45.66792904,35.23969315,33.81771648
el coll,barri,2019,45.88971995,35.22266941,34.32826832
el coll,barri,2020,46.42958591,35.82782156,34.2949549
el coll,barri,2021,46.42237847,35.35933673,34.27710845
el coll,barri,2022,46.73061517,35.66200096,33.91049491
el coll,barri,2023,46.63225721,36.11976031,34.01893237
la salut,barri,1997,42.21572714,41.09180974,35.77431295
la salut,barri,1998,42.56320346,41.54820484,35.66643853
la salut,barri,1999,42.85614947,43.22283806,35.01774742
la salut,barri,2000,43.31920774,43.72626253,33.2574461
la salut,barri,2001,43.84076661,40.35811091,32.41228257
la salut,barri,2002,44.15563591,38.02387345,32.30840441
la salut,barri,2003,44.48450729,36.9011205,32.16878271
la salut,barri,2004,44.92176873,35.22666171,31.84069291
la salut,barri,2005,45.26969466,35.01769543,31.96117048
la salut,barri,2006,45.52639385,34.56911859,33.30580271
la salut,barri,2007,45.88935534,33.81337847,33.32261038
la salut,barri,2008,46.03230765,33.28791508,32.71927994
la salut,barri,2009,46.17309799,33.64200113,32.67344795
la salut,barri,2010,46.28074343,33.73369137,32.7549517
la salut,barri,2011,46.61981452,33.99286237,33.03698239
la salut,barri,2012,46.84440636,33.89975151,32.71098648
la salut,barri,2013,46.82613058,34.29093078,33.13635232
la salut,barri,2014,46.93505679,34.74996021,34.04473236
la salut,barri,2015,47.0744704,34.84826995,33.65228046
la salut,barri,2016,47.28541881,36.06730008,33.67235174
la salut,barri,2017,47.41675079,35.99352265,33.48671392
la salut,barri,2018,47.48072895,35.69536797,33.29533228
la salut,barri,2019,47.48855131,35.47258453,33.19776116
la salut,barri,2020,47.82271999,35.23782659,33.12702179
la salut,barri,2021,47.91149761,35.4778719,33.65122161
la salut,barri,2022,47.98234354,36.75754024,33.50964353
la salut,barri,2023,47.85577595,37.00670026,33.32441206
la vila de gracia,barri,1997,47.14560398,39.16274227,33.77274512
la vila de gracia,barri,1998,47.15218573,37.7696065,33.45275445
la vila de gracia,barri,1999,47.20692277,37.96047974,32.84571032
la vila de gracia,barri,2000,47.26330798,37.38075859,33.03129509
la vila de gracia,barri,2001,47.27792506,37.01524197,32.45800308
la vila de gracia,barri,2002,46.91022207,35.45190279,31.86346445
la vila de gracia,barri,2003,46.91140314,34.97231437,31.63610426
la vila de gracia,barri,2004,46.9340554,34.00240696,31.71603727
la vila de gracia,barri,2005,47.0134887,33.10196882,32.01419969
la vila de gracia,barri,2006,46.90755285,33.43851659,32.2940805
la vila de gracia,barri,2007,46.91651287,33.18466761,32.01547259
la vila de gracia,barri,2008,46.89554977,33.11266718,32.0301485
la vila de gracia,barri,2009,46.71859786,33.25467934,32.16263207
la vila de gracia,barri,2010,46.58181991,33.31940882,32.29631375
la vila de gracia,barri,2011,46.42597325,33.44604524,32.57168358
la vila de gracia,barri,2012,46.33585727,33.43788829,32.83393323
la vila de gracia,barri,2013,46.39226155,33.8147753,32.96432987
la vila de gracia,barri,2014,46.32596303,33.90184456,33.38190952
la vila de gracia,barri,2015,46.25071075,34.02906139,33.24707142
la vila de gracia,barri,2016,46.03030562,34.07173642,33.7566986
la vila de gracia,barri,2017,46.13275878,34.13085311,33.8412422
la vila de gracia,barri,2018,46.16136415,34.34907221,33.92528666
la vila de gracia,barri,2019,46.16735602,34.25177393,33.88127679
la vila de gracia,barri,2020,46.36801777,34.17619001,33.85235019
la vila de gracia,barri,2021,46.46763381,34.3118199,34.49046936
la vila de gracia,barri,2022,46.67943988,34.68084379,34.53109939
la vila de gracia,barri,2023,46.74423762,34.60803905,34.53332904
el camp d'en grassot i gracia nova,barri,1997,43.78734979,42.76626897,36.58045479
el camp d'en grassot i gracia nova,barri,1998,43.92349456,40.32230947,36.1537678
el camp d'en grassot i gracia nova,barri,1999,44.21175192,40.25302089,35.88952267
el camp d'en grassot i gracia nova,barri,2000,44.46072733,40.29800806,34.81330303
el camp d'en grassot i gracia nova,barri,2001,44.7650271,39.06458171,32.29715469
el camp d'en grassot i gracia nova,barri,2002,44.97897544,37.49139377,31.18464179
el camp d'en grassot i gracia nova,barri,2003,45.34765031,36.18171751,30.83709234
el camp d'en grassot i gracia nova,barri,2004,45.54233845,35.16467213,31.2334568
el camp d'en grassot i gracia nova,barri,2005,45.90774949,34.76707181,31.66869151
el camp d'en grassot i gracia nova,barri,2006,46.07474023,33.97307874,32.14392856
el camp d'en grassot i gracia nova,barri,2007,46.24326137,33.15672373,32.28635435
el camp d'en grassot i gracia nova,barri,2008,46.38716487,32.80270173,32.32203328
el camp d'en grassot i gracia nova,barri,2009,46.55474887,33.16157906,32.48300056
el camp d'en grassot i gracia nova,barri,2010,46.72619257,33.66686957,32.80543768
el camp d'en grassot i gracia nova,barri,2011,46.86610524,34.19440385,32.75675265
el camp d'en grassot i gracia nova,barri,2012,47.03843388,34.04209859,33.01882128
el camp d'en grassot i gracia nova,barri,2013,47.19051618,34.6736598,33.45119809
el camp d'en grassot i gracia nova,barri,2014,47.39088765,35.40254247,33.910901869999996
el camp d'en grassot i gracia nova,barri,2015,47.45652018,35.72008512,33.84505836
el camp d'en grassot i gracia nova,barri,2016,47.54505938,35.105483220000004,33.84065666
el camp d'en grassot i gracia nova,barri,2017,47.58090626,34.96591202,33.89443444
el camp d'en grassot i gracia nova,barri,2018,47.64043938,34.77487027,34.02552298
el camp d'en grassot i gracia nova,barri,2019,47.72981905,34.66183962,34.03631133
el camp d'en grassot i gracia nova,barri,2020,47.99164756,34.61731932,34.40906312
el camp d'en grassot i gracia nova,barri,2021,48.15630961,34.84552394,35.12487709
el camp d'en grassot i gracia nova,barri,2022,48.52927624,35.12205206,35.1066872
el camp d'en grassot i gracia nova,barri,2023,48.67504505,35.16063891,35.38375674
horta-guinardo,districte,1997,42.45615876,41.2138317,32.77946635
horta-guinardo,districte,1998,42.78672156,41.88704308,32.3540818
horta-guinardo,districte,1999,43.19243729,41.48530009,32.07596983
horta-guinardo,districte,2000,43.49258473,41.05605726,31.71608448
horta-guinardo,districte,2001,43.87381671,40.58195868,30.67706931
horta-guinardo,districte,2002,44.19178417,38.12941329,30.1090735
horta-guinardo,districte,2003,44.60483728,36.60475512,29.98328295
horta-guinardo,districte,2004,45.00282444,36.01454928,30.28848209
horta-guinardo,districte,2005,45.39020442,34.77694055,30.63457047
horta-guinardo,districte,2006,45.71173745,34.20436313,30.99282243
horta-guinardo,districte,2007,45.99328029,32.86992121,31.07771339
horta-guinardo,districte,2008,46.22135451,32.62820839,31.23907072
horta-guinardo,districte,2009,46.44249089,32.91435903,31.2524533
horta-guinardo,districte,2010,46.60655423,33.19304382,31.52753481
horta-guinardo,districte,2011,46.76757086,33.64129356,31.78992376
horta-guinardo,districte,2012,46.9833114,33.97393902,32.10347773
horta-guinardo,districte,2013,47.1775884,34.38926689,32.39931634
horta-guinardo,districte,2014,47.31399159,34.79915259,32.55852468
horta-guinardo,districte,2015,47.3343075,34.80106195,32.82601809
horta-guinardo,districte,2016,47.40133194,34.91635377,33.2100609
horta-guinardo,districte,2017,47.43529815,35.14487571,33.51036372
horta-guinardo,districte,2018,47.54490227,35.06408211,33.52685674
horta-guinardo,districte,2019,47.66420482,35.05130816,33.63983114
horta-guinardo,districte,2020,47.87516553,35.1735258,33.66905696
horta-guinardo,districte,2021,47.90147746,35.35869743,34.14314628
horta-guinardo,districte,2022,48.06001973,35.74376135,34.3776551
horta-guinardo,districte,2023,48.08962921,36.15873107,34.39900613
el baix guinardo,barri,1997,43.72041691,44.21853031,32.85450964
el baix guinardo,barri,1998,43.95287673,46.48359976,32.59493934
el baix guinardo,barri,1999,44.38403594,45.8026181,32.28724677
el baix guinardo,barri,2000,44.61952461,44.39708357,31.9718463
el baix guinardo,barri,2001,45.01000678,42.58988867,31.72715781
el baix guinardo,barri,2002,45.35183691,38.83868554,30.77365875
el baix guinardo,barri,2003,45.74788402,36.74362175,31.04768863
el baix guinardo,barri,2004,46.17777839,35.38203029,31.25033016
el baix guinardo,barri,2005,46.53917733,34.34064595,31.68999237
el baix guinardo,barri,2006,46.85966276,33.93865244,31.95355378
el baix guinardo,barri,2007,47.15530927,32.35487397,32.68820859
el baix guinardo,barri,2008,47.383427,32.34385074,32.46605955
el baix guinardo,barri,2009,47.62879188,32.72706675,32.49044451
el baix guinardo,barri,2010,47.90669608,33.16242517,32.71561451
el baix guinardo,barri,2011,47.99480411,33.25169843,32.76862934
el baix guinardo,barri,2012,48.28734949,33.73046385,32.7408173
el baix guinardo,barri,2013,48.45149404,34.28299626,33.15199361
el baix guinardo,barri,2014,48.49464101,34.31504923,33.52776164
el baix guinardo,barri,2015,48.4049064,34.51926576,33.45823818
el baix guinardo,barri,2016,48.50147246,34.63639863,33.78662461
el baix guinardo,barri,2017,48.51144662,35.11416653,34.66863482
el baix guinardo,barri,2018,48.82634707,35.04337897,34.90712144
el baix guinardo,barri,2019,48.89170058,35.12292782,35.08752966
el baix guinardo,barri,2020,49.27837702,34.78785582,34.86374909
el baix guinardo,barri,2021,49.17713694,34.63442757,35.59395839
el baix guinardo,barri,2022,49.38429086,34.48057344,35.57569814
el baix guinardo,barri,2023,49.46828216,35.03001702,35.87422197
can baro,barri,1997,42.84366063,NA,34.90158944
can baro,barri,1998,42.86404397,NA,32.55289031
can baro,barri,1999,43.32543096,42.02800073,35.1851434
can baro,barri,2000,43.53163625,41.69726217,33.59492903
can baro,barri,2001,43.97123201,39.53317062,32.14539067
can baro,barri,2002,44.26349826,38.82115388,30.16591623
can baro,barri,2003,44.65443753,37.37454154,29.88725882
can baro,barri,2004,45.01122127,35.17367409,31.16610096
can baro,barri,2005,45.38434584,34.23138619,31.27457249
can baro,barri,2006,45.61634709,33.47401056,31.54308229
can baro,barri,2007,45.70404682,31.98604037,31.59609659
can baro,barri,2008,45.76773865,32.50092715,31.62338659
can baro,barri,2009,45.91567181,32.44058075,31.61082979
can baro,barri,2010,46.17313244,31.56981898,31.26683852
can baro,barri,2011,46.40389279,33.41345756,32.14886938
can baro,barri,2012,46.90914988,34.19800358,32.75611233
can baro,barri,2013,46.96184833,33.43950111,32.59035435
can baro,barri,2014,47.29291717,34.24171102,32.30449026
can baro,barri,2015,47.42934541,34.38673831,32.28562714
can baro,barri,2016,47.4507407,34.69450387,33.30200797
can baro,barri,2017,47.51651943,34.76683562,33.46970808
can baro,barri,2018,47.34770882,34.69768097,32.78669775
can baro,barri,2019,47.3654184,34.42988905,32.81803508
can baro,barri,2020,47.43801655,34.69702616,33.55561956
can baro,barri,2021,47.43720372,35.71172161,33.97742514
can baro,barri,2022,47.28573541,35.86288376,34.0483323
can baro,barri,2023,47.35905916,36.29136874,33.70547354
el guinardo,barri,1997,43.66049335,40.79915065,32.9067319
el guinardo,barri,1998,43.95690544,40.78368961,33.21412537
el guinardo,barri,1999,44.29978301,39.94542798,32.28882239
el guinardo,barri,2000,44.58798998,39.75000001,32.44123037
el guinardo,barri,2001,44.82766914,40.28174328,31.02330746
el guinardo,barri,2002,45.13074472,38.08365769,31.13788175
el guinardo,barri,2003,45.38651761,35.8902506,30.83170239
el guinardo,barri,2004,45.60696829,35.68032273,31.05396154
el guinardo,barri,2005,45.91579883,34.94103342,31.1266944
el guinardo,barri,2006,46.18331113,34.67813306,31.43659698
el guinardo,barri,2007,46.4946067,33.38887715,31.27112433
el guinardo,barri,2008,46.70027321,33.19310645,31.77532602
el guinardo,barri,2009,46.82979709,33.4444945,31.84685701
el guinardo,barri,2010,46.80551316,33.75163599,31.72991556
el guinardo,barri,2011,46.86020416,34.16871558,31.9621823
el guinardo,barri,2012,46.89651626,34.39898189,32.45163299
el guinardo,barri,2013,47.02730459,34.71953496,32.63670039
el guinardo,barri,2014,47.09169766,35.28235019,33.11280775
el guinardo,barri,2015,46.95145217,35.184376,33.59206904
el guinardo,barri,2016,46.90194086,34.9551844,33.7684061
el guinardo,barri,2017,46.84440413,35.02947204,33.82901102
el guinardo,barri,2018,46.89633587,34.57377466,34.06948376
el guinardo,barri,2019,47.06756262,34.34120897,34.7253888
el guinardo,barri,2020,47.17676937,34.90076387,35.01730454
el guinardo,barri,2021,47.3566701,35.23050421,35.37637747
el guinardo,barri,2022,47.44100208,35.64745258,35.28611416
el guinardo,barri,2023,47.36896021,35.93999983,35.28888308
la font d'en fargues,barri,1997,40.1897226,44.13061153,NA
la font d'en fargues,barri,1998,40.58556566,43.70748232,NA
la font d'en fargues,barri,1999,40.84869732,44.37998479,37.40639969
la font d'en fargues,barri,2000,41.00373983,46.71813823,36.84201355
la font d'en fargues,barri,2001,41.4807688,45.01574259,33.69388463
la font d'en fargues,barri,2002,42.06397851,41.51209886,31.95104189
la font d'en fargues,barri,2003,42.62292619,41.63217666,30.68344445
la font d'en fargues,barri,2004,43.18882538,38.88504633,31.40487194
la font d'en fargues,barri,2005,43.33701734,37.37244137,31.56480198
la font d'en fargues,barri,2006,43.77150434,37.03081365,32.18794317
la font d'en fargues,barri,2007,43.71737615,36.15002748,32.1422576
la font d'en fargues,barri,2008,43.9149946,34.07733707,32.96654762
la font d'en fargues,barri,2009,44.32510187,33.5323088,33.70976304
la font d'en fargues,barri,2010,44.54767823,33.98347767,32.61627443
la font d'en fargues,barri,2011,44.79454979,32.64938719,32.47482366
la font d'en fargues,barri,2012,45.07924061,33.25404667,33.12362334
la font d'en fargues,barri,2013,45.39389837,33.85212453,33.94164594
la font d'en fargues,barri,2014,45.74173985,35.68980849,33.48903273
la font d'en fargues,barri,2015,45.82463846,35.4837907,33.4737135
la font d'en fargues,barri,2016,45.78304881,35.419885,34.95988425
la font d'en fargues,barri,2017,46.04144415,37.20089342,34.91896234
la font d'en fargues,barri,2018,46.2032287,37.0744092,34.47257488
la font d'en fargues,barri,2019,46.38265146,36.34130547,34.68660635
la font d'en fargues,barri,2020,46.82983002,36.08285278,34.35356153
la font d'en fargues,barri,2021,47.00517952,36.1301918,34.50525122
la font d'en fargues,barri,2022,47.25924457,37.05789038,33.92137078
la font d'en fargues,barri,2023,47.44202508,37.81395378,35.22883273
el carmel,barri,1997,40.17605221,37.18445511,30.85183479
el carmel,barri,1998,40.59483671,39.29306415,31.56905468
el carmel,barri,1999,41.09677113,38.93895445,30.6717857
el carmel,barri,2000,41.56066349,38.46954145,30.19340841
el carmel,barri,2001,42.02740151,38.58331064,28.86107228
el carmel,barri,2002,42.45128206,37.41488385,28.45003281
el carmel,barri,2003,42.90491035,36.41165403,28.53567926
el carmel,barri,2004,43.37548888,36.34902121,28.51240872
el carmel,barri,2005,43.81610237,34.48320767,28.9779743
el carmel,barri,2006,44.20691663,33.58157482,29.47576304
el carmel,barri,2007,44.61259232,32.36022064,29.67252417
el carmel,barri,2008,44.90864679,31.72491604,29.96803671
el carmel,barri,2009,45.05877653,31.89627,29.7016737
el carmel,barri,2010,45.08853944,31.963053940000002,30.54640917
el carmel,barri,2011,45.3082877,32.55118213,30.58249483
el carmel,barri,2012,45.54084874,33.4224293,30.90637015
el carmel,barri,2013,45.79632885,34.17273105,31.34635053
el carmel,barri,2014,45.98613785,34.25630305,31.36036874
el carmel,barri,2015,46.11341839,33.41141027,31.72654169
el carmel,barri,2016,46.36110148,34.39328361,32.06306198
el carmel,barri,2017,46.43772319,35.07338265,32.71654972
el carmel,barri,2018,46.68288524,35.28961858,32.75205652
el carmel,barri,2019,46.89046108,35.10202524,33.0358476
el carmel,barri,2020,47.15899976,34.5661978,33.16621871
el carmel,barri,2021,47.23068104,34.56243312,33.35833903
el carmel,barri,2022,47.49683541,34.9659057,33.8618423
el carmel,barri,2023,47.54923748,35.54724581,34.18846952
la teixonera,barri,1997,41.03069578,NA,34.48639187
la teixonera,barri,1998,41.29948071,NA,33.24670603
la teixonera,barri,1999,41.64259819,NA,33.12362414
la teixonera,barri,2000,42.005629,NA,31.82710471
la teixonera,barri,2001,42.44648876,40.26890828,30.4339223
la teixonera,barri,2002,42.60723662,38.6312082,30.08982568
la teixonera,barri,2003,43.2484751,37.02076956,29.78039541
la teixonera,barri,2004,43.53703241,36.43109878,30.07862213
la teixonera,barri,2005,43.99308526,33.24056316,30.48275211
la teixonera,barri,2006,44.3006565,32.67814006,30.75364522
la teixonera,barri,2007,44.51750904,30.0258727,30.88566048
la teixonera,barri,2008,44.61868665,30.5693969,30.63156041
la teixonera,barri,2009,45.0002695,31.60226563,30.68227064
la teixonera,barri,2010,45.19788368,32.51249588,31.28132341
la teixonera,barri,2011,45.22310236,31.9379738,31.92781961
la teixonera,barri,2012,45.50499173,31.52769588,32.10786904
la teixonera,barri,2013,45.87564758,32.51536438,32.43556499
la teixonera,barri,2014,46.05660338,33.03735557,32.92956553
la teixonera,barri,2015,46.19542044,33.57901637,33.03438283
la teixonera,barri,2016,46.41084418,33.64174469,33.49115402
la teixonera,barri,2017,46.42030475,34.57677842,33.38391277
la teixonera,barri,2018,46.48554647,34.04057366,33.41887024
la teixonera,barri,2019,46.72101685,34.44201042,33.28855491
la teixonera,barri,2020,46.98250011,34.84701775,32.97583935
la teixonera,barri,2021,46.92094139,35.64203564,33.6518146
la teixonera,barri,2022,47.11616656,35.69548872,33.26694561
la teixonera,barri,2023,47.27956813,35.67560323,33.7611136
sant genis dels agudells,barri,1997,42.97492903,43.98790052,30.57800237
sant genis dels agudells,barri,1998,43.35227828,NA,29.2507795
sant genis dels agudells,barri,1999,43.98396558,NA,28.36906236
sant genis dels agudells,barri,2000,44.27919579,43.86666663,31.73490052
sant genis dels agudells,barri,2001,44.9631366,42.92431287,32.86333557
sant genis dels agudells,barri,2002,45.23045592,40.7134839,32.17935607
sant genis dels agudells,barri,2003,45.72186747,38.17476619,31.32585875
sant genis dels agudells,barri,2004,46.0782912,38.06717874,31.27800572
sant genis dels agudells,barri,2005,46.63658626,36.65891914,31.60015436
sant genis dels agudells,barri,2006,47.11353061,36.10201463,31.63592453
sant genis dels agudells,barri,2007,47.45467538,34.76851099,30.64016343
sant genis dels agudells,barri,2008,47.80716016,34.54679713,30.9238586
sant genis dels agudells,barri,2009,47.98991018,34.47668788,31.64585386
sant genis dels agudells,barri,2010,48.25719294,33.901007130000004,31.96235276
sant genis dels agudells,barri,2011,48.84334551,36.03233866,32.17060282
sant genis dels agudells,barri,2012,49.10422474,36.41401551,31.68671433
sant genis dels agudells,barri,2013,49.16049146,36.01232852,31.71933829
sant genis dels agudells,barri,2014,49.1566664,37.57224857,32.70876529
sant genis dels agudells,barri,2015,49.07189249,39.50720536,33.55030801
sant genis dels agudells,barri,2016,49.12149645,38.69447836,34.05360581
sant genis dels agudells,barri,2017,49.16010985,37.52123559,33.19739443
sant genis dels agudells,barri,2018,49.04764302,38.04391848,32.81484385
sant genis dels agudells,barri,2019,48.77968231,38.60341291,32.09724092
sant genis dels agudells,barri,2020,48.92509221,37.93320709,32.14295245
sant genis dels agudells,barri,2021,48.60899817,36.74561947,32.17707828
sant genis dels agudells,barri,2022,48.42534857,37.59909282,33.074537
sant genis dels agudells,barri,2023,48.24820085,38.63209121,33.66173865
montbau,barri,1997,51.39564303,NA,NA
montbau,barri,1998,51.32748477,NA,NA
montbau,barri,1999,51.52429736,NA,32.0046617
montbau,barri,2000,51.58474679,NA,29.36633418
montbau,barri,2001,51.46087841,NA,31.35094271
montbau,barri,2002,50.97677892,NA,30.57212027
montbau,barri,2003,51.30278114,NA,29.71380333
montbau,barri,2004,51.56690409,NA,30.07832457
montbau,barri,2005,51.99169193,37.86249906,29.97519683
montbau,barri,2006,52.0718871,35.20602332,31.52964251
montbau,barri,2007,52.018266,35.02744926,31.19258011
montbau,barri,2008,52.20248312,32.87263445,31.44747674
montbau,barri,2009,52.01041765,31.94747151,31.15935618
montbau,barri,2010,51.98571196,33.15855144,31.28801211
montbau,barri,2011,51.62474366,34.11665957,31.79969457
montbau,barri,2012,51.88394208,32.81619001,31.64780008
montbau,barri,2013,51.69715748,34.27158175,31.70852104
montbau,barri,2014,51.55595617,35.73719368,32.46176175
montbau,barri,2015,51.74090371,35.11399802,33.77900041
montbau,barri,2016,51.66512711,33.81630185,33.66737811
montbau,barri,2017,51.88403142,33.5554643,33.01555542
montbau,barri,2018,51.60775926,34.35827692,32.55441218
montbau,barri,2019,50.89681895,34.52684198,33.16570332
montbau,barri,2020,50.69214491,34.59324664,33.692259
montbau,barri,2021,50.17012386,33.66083539,34.20516133
montbau,barri,2022,50.47844644,35.12070741,34.24265363
montbau,barri,2023,50.33788804,36.40101196,33.7836884
la vall d'hebron,barri,1997,38.67531793,NA,31.85159831
la vall d'hebron,barri,1998,39.01301163,NA,29.77890007
la vall d'hebron,barri,1999,39.41323338,NA,31.1895211
la vall d'hebron,barri,2000,39.78623657,NA,30.22942376
la vall d'hebron,barri,2001,40.52553581,NA,28.6472314
la vall d'hebron,barri,2002,41.30500201,36.49882122,28.67081821
la vall d'hebron,barri,2003,41.85088294,39.27776903,28.52233001
la vall d'hebron,barri,2004,42.57397954,38.35115469,29.99574914
